iter	RMSE
315	5.348101023
316	5.345671094
317	5.343511011
318	5.342092986
319	5.340436701
320	5.339352359
321	5.33628037
322	5.335486714
323	5.333056574
324	5.331937478
325	5.3299087
326	5.327743786
327	5.326765206
328	5.324969236
329	5.324048972
330	5.321421959
331	5.319789292
332	5.318096488
333	5.316229293
334	5.313655213
335	5.312315692
336	5.311196503
337	5.309176444
338	5.307229035
339	5.304571949
340	5.303076109
341	5.301920986
342	5.29997554
343	5.297567916
344	5.296010376
345	5.293843149
346	5.291911709
347	5.290954234
348	5.289668857
349	5.287571123
350	5.286840351
351	5.285476329
352	5.284229007
353	5.283319871
354	5.281630982
355	5.279862154
356	5.27738983
357	5.276181468
358	5.274450125
359	5.272101683
360	5.269084823
361	5.266801112
362	5.264808626
363	5.262837777
364	5.261225541
365	5.259304856
366	5.257521927
367	5.255556867
368	5.253995098
369	5.253107273
370	5.251021418
371	5.249648678
372	5.247193201
373	5.246244557
374	5.243302476
375	5.240453056
376	5.238252419
377	5.236769562
378	5.236118909
379	5.234086854
380	5.233064527
381	5.230183294
382	5.228991438
383	5.226686718
384	5.224593747
385	5.221337011
386	5.219309225
387	5.216603919
388	5.214972529
389	5.213180792
390	5.211559905
391	5.209938061
392	5.208888114
393	5.206314662
394	5.203264923
395	5.201285375
396	5.20025368
397	5.199476481
398	5.197152909
399	5.195577758
400	5.193513501
401	5.190997205
402	5.188601062
403	5.187089639
404	5.18544683
405	5.183244601
406	5.1806582
407	5.179030615
408	5.177494073
409	5.175947103
410	5.173125531
411	5.172281616
412	5.169484551
413	5.167187577
414	5.165298454
415	5.163385177
416	5.160836816
417	5.159428322
418	5.157303877
419	5.155755631
420	5.153587083
421	5.152098369
422	5.150452281
423	5.149408499
424	5.147315096
425	5.144754454
426	5.143143756
427	5.141475039
428	5.139179297
429	5.137560992
430	5.13571762
431	5.134072659
432	5.131993162
433	5.129944924
434	5.128387986
435	5.126975489
436	5.125162932
437	5.122695784
438	5.120912609
439	5.119107237
440	5.116583106
441	5.115189524
442	5.113541015
443	5.113090247
444	5.111259606
445	5.109023105
446	5.106349819
447	5.104386339
448	5.102643735
449	5.10028226
450	5.097884548
451	5.09600263
452	5.09399364
453	5.09240539
454	5.090421397
455	5.089848843
456	5.088261131
457	5.086840512
458	5.085658637
459	5.084463003
460	5.082636848
461	5.080763929
462	5.077795411
463	5.075439706
464	5.073758295
465	5.071490676
466	5.069017285
467	5.068194226
468	5.065855078
469	5.064662711
470	5.063713432
471	5.061592051
472	5.059158532
473	5.057649209
474	5.055074264
475	5.05307022
476	5.051555282
477	5.050376619
478	5.047847848
479	5.045411275
480	5.043805832
481	5.042695726
482	5.040835486
483	5.039559533
484	5.037867838
485	5.035928943
486	5.03441093
487	5.032581477
488	5.030115696
489	5.029062231
490	5.027292896
491	5.02591082
492	5.023826859
493	5.021825775
494	5.019932844
495	5.018667657
496	5.01667901
497	5.015828136
498	5.0132216
499	5.011955381
500	5.010509371
501	5.007815006
502	5.005615005
503	5.003497196
504	5.002078018
505	5.000368362
506	4.998615364
507	4.996756632
508	4.995223271
509	4.99275192
510	4.991171052
511	4.988889005
512	4.986804158
513	4.985133211
514	4.983784334
515	4.982754317
516	4.981671278
517	4.980039086
518	4.979033359
519	4.977597082
520	4.976253728
521	4.974615625
522	4.973975088
523	4.972784811
524	4.970232172
525	4.968274936
526	4.965515387
527	4.963552822
528	4.962398419
529	4.961035169
530	4.95923191
531	4.957798887
532	4.956892728
533	4.955286501
534	4.954033686
535	4.952953233
536	4.95199542
537	4.94991834
538	4.948923364
539	4.947239104
540	4.945563957
541	4.943269124
542	4.941518599
543	4.939571253
544	4.93756904
545	4.934885818
546	4.932728745
547	4.930827236
548	4.928021226
549	4.926481128
550	4.924947396
551	4.922936098
552	4.920880626
553	4.919434788
554	4.917809554
555	4.916382208
556	4.913619673
557	4.912928463
558	4.9106686
559	4.908692772
560	4.907863022
561	4.906341604
562	4.903926745
563	4.901431163
564	4.899491575
565	4.897700291
566	4.895708591
567	4.894278814
568	4.892843858
569	4.891389454
570	4.890075504
571	4.887935664
572	4.887106895
573	4.885082932
574	4.882901179
575	4.880470839
576	4.87775926
577	4.875976451
578	4.874259821
579	4.871713178
580	4.869600735
581	4.867538503
582	4.865467933
583	4.86364092
584	4.862616644
585	4.861120082
586	4.859197394
587	4.857222041
588	4.856163752
589	4.854341899
590	4.853333539
591	4.851274876
592	4.849485358
593	4.847802678
594	4.845960826
595	4.844351724
596	4.842649943
597	4.841596884
598	4.839233672
599	4.83748313
600	4.835632638
601	4.83475725
602	4.833834292
603	4.832407849
604	4.831504324
605	4.829256714
606	4.826962382
607	4.825780574
608	4.823664846
609	4.822618305
610	4.820921447
611	4.819460377
612	4.817676163
613	4.817241157
614	4.81472506
615	4.813017222
616	4.81186063
617	4.810320511
618	4.808710538
619	4.806639363
620	4.804267322
621	4.802718855
622	4.801349758
623	4.79986116
624	4.798437222
625	4.79621606
626	4.794430418
627	4.793029293
628	4.791739716
629	4.790458014
630	4.788951032
631	4.787267628
632	4.785097171
633	4.782950569
634	4.78058996
635	4.778423866
636	4.776021846
637	4.774739293
638	4.772959559
639	4.770989423
640	4.769176258
641	4.766545649
642	4.76441838
643	4.763158538
644	4.762325872
645	4.760460891
646	4.758891101
647	4.756434056
648	4.755423433
649	4.753226655
650	4.751675644
651	4.749873799
652	4.747613289
653	4.745917661
654	4.744534166
655	4.743319144
656	4.740998661
657	4.740435391
658	4.738755556
659	4.736748772
660	4.735410833
661	4.733670785
662	4.732050668
663	4.730226792
664	4.728417733
665	4.726556975
666	4.725039517
667	4.72334034
668	4.722548401
669	4.720106747
670	4.718813486
671	4.716961927
672	4.715500964
673	4.714085016
674	4.71362892
675	4.71296271
676	4.710421355
677	4.708799186
678	4.706445986
679	4.705672745
680	4.704569148
681	4.702050456
682	4.699957617
683	4.69931723
684	4.698476981
685	4.696458598
686	4.695114707
687	4.694399851
688	4.693252214
689	4.691369643
690	4.689931749
691	4.687699901
692	4.68552287
693	4.683578249
694	4.682368815
695	4.680319234
696	4.678276773
697	4.676758758
698	4.674188685
699	4.673607615
700	4.672167038
701	4.670957194
702	4.668957702
703	4.667682148
704	4.667281959
705	4.66475485
706	4.663684721
707	4.662171069
708	4.660438256
709	4.659158285
710	4.657278194
711	4.656160785
712	4.654235746
713	4.653039895
714	4.651956839
715	4.650720424
716	4.648598154
717	4.646654643
718	4.645273629
719	4.64362516
720	4.64170579
721	4.64071895
722	4.639573977
723	4.638001144
724	4.635909565
725	4.634338549
726	4.632936976
727	4.631064285
728	4.629244966
729	4.627317955
730	4.625512085
731	4.624212057
732	4.622372115
733	4.621356786
734	4.619517407
735	4.617740835
736	4.61684778
737	4.614987961
738	4.613951646
739	4.611809028
740	4.609252577
741	4.607805845
742	4.606185984
743	4.604418231
744	4.601564822
745	4.600069364
746	4.598063705
747	4.59625338
748	4.594543502
749	4.59311091
750	4.590930129
751	4.589340717
752	4.587494789
753	4.585655959
754	4.583961857
755	4.58283215
756	4.58234212
757	4.580690237
758	4.578660895
759	4.576863217
760	4.573515832
761	4.572361978
762	4.570652973
763	4.568306807
764	4.566660728
765	4.564886275
766	4.563932862
767	4.562725242
768	4.560401534
769	4.558307731
770	4.556824798
771	4.555064336
772	4.55311728
773	4.551904489
774	4.550209853
775	4.547756905
776	4.546179703
777	4.544118917
778	4.542906815
779	4.541068256
780	4.539442049
781	4.537636591
782	4.535438428
783	4.533556597
784	4.532386056
785	4.530910727
786	4.529333112
787	4.528168223
788	4.526455954
789	4.524064007
790	4.522022213
791	4.520791883
792	4.51894551
793	4.518603397
794	4.516952841
795	4.515353813
796	4.514147761
797	4.512791083
798	4.512420345
799	4.511369151
800	4.510587328
801	4.508796718
802	4.507488401
803	4.505185416
804	4.503211473
805	4.50195373
806	4.500668803
807	4.499516192
808	4.498219331
809	4.497185708
810	4.495938051
811	4.494207408
812	4.492811585
813	4.490965251
814	4.489231995
815	4.486939876
816	4.485029316
817	4.482856023
818	4.481439101
819	4.479342626
820	4.478047783
821	4.476550453
822	4.475351444
823	4.473086734
824	4.471697161
825	4.470249528
826	4.468409874
827	4.467137508
828	4.466175535
829	4.464006378
830	4.462581264
831	4.461283386
832	4.459939398
833	4.458175053
834	4.456301352
835	4.455873832
836	4.453684777
837	4.451860351
838	4.45152646
839	4.450318709
840	4.448175603
841	4.446393616
842	4.444573778
843	4.442997652
844	4.441357119
845	4.438125919
846	4.43648417
847	4.4350818
848	4.433404765
849	4.432196098
850	4.430749577
851	4.429270955
852	4.428115431
853	4.426968582
854	4.425580988
855	4.424107705
856	4.423206108
857	4.421343645
858	4.419809224
859	4.418094829
860	4.41567993
861	4.414107122
862	4.412387314
863	4.410289245
864	4.408731219
865	4.407476627
866	4.405922739
867	4.404814861
868	4.403398439
869	4.402127745
870	4.401470811
871	4.400519302
872	4.399131925
873	4.397696585
874	4.396321206
875	4.39464332
876	4.39351318
877	4.392424634
878	4.391267208
879	4.389815695
880	4.387450839
881	4.386318101
882	4.385664198
883	4.384314696
884	4.383366031
885	4.381274769
886	4.379847459
887	4.377638586
888	4.376227475
889	4.374586475
890	4.372382509
891	4.371180989
892	4.369904196
893	4.368028249
894	4.366034619
895	4.364640654
896	4.363181647
897	4.361760158
898	4.360742942
899	4.359117515
900	4.357501332
901	4.355677079
902	4.354880086
903	4.353792481
904	4.352781128
905	4.351667222
906	4.350719549
907	4.349823524
908	4.348682592
909	4.346803509
910	4.345479038
911	4.343926281
912	4.343143934
913	4.341737226
914	4.339643164
915	4.338533129
916	4.336799076
917	4.33502897
918	4.333603405
919	4.330813018
920	4.330462106
921	4.329506272
922	4.328700709
923	4.327018099
924	4.326454059
925	4.325508503
926	4.324481369
927	4.322939965
928	4.320747687
929	4.319173118
930	4.317960721
931	4.316495254
932	4.315858237
933	4.314784711
934	4.314204768
935	4.313156365
936	4.311540261
937	4.3094558
938	4.308057638
939	4.305632362
940	4.304241282
941	4.302782682
942	4.3022941
943	4.300481029
944	4.299410032
945	4.298852503
946	4.297824825
947	4.295706951
948	4.295273409
949	4.294008499
950	4.291858702
951	4.290677199
952	4.289007869
953	4.287500253
954	4.28654105
955	4.285143624
956	4.283510003
957	4.282619335
958	4.280569864
959	4.28025334
960	4.278355309
961	4.278007009
962	4.276718035
963	4.274443324
964	4.27264042
965	4.271629298
966	4.270850101
967	4.269473712
968	4.268378047
969	4.267966918
970	4.266409055
971	4.264163486
972	4.263644656
973	4.26137082
974	4.259808818
975	4.258111584
976	4.257180562
977	4.255078676
978	4.252993382
979	4.251901435
980	4.249870619
981	4.248685313
982	4.247210415
983	4.246761043
984	4.245132604
985	4.243721348
986	4.242809989
987	4.241524631
988	4.240614739
989	4.23968948
990	4.238221676
991	4.237155188
992	4.23639683
993	4.235130612
994	4.233976654
995	4.233011723
996	4.232197961
997	4.231647683
998	4.230030205
999	4.228473333
