data,session,multiplier,session_ls,win_amount,number,death,Amount,a,w
2024-03-02 17:48:26.784401,6140937,-1,-1,-1,-1,-1,1546132.96,6997,3000
2024-03-02 17:48:29.893996,6140937,1.66,1709390907603,317377.17,10284,8486,1546132.96,6997,3000
2024-03-02 17:48:35.987778,6140937,1.66,1709390907603,317377.17,10284,8486,1546132.96,-1,-1
2024-03-02 17:48:39.064566,6140937,1.66,1709390907603,317377.17,10284,8486,1546132.96,6997,3000
2024-03-02 17:48:42.097794,6140937,1.66,1709390907603,317377.17,10284,8486,932445.73,6997,3000
2024-03-02 17:48:45.178788,6140937,1.66,1709390907603,-1,-1,-1,1538144.61,6997,3000
2024-03-02 17:48:48.268472,6140939,-1,-1,23272.63,9429,9264,1538144.61,6997,3000
2024-03-02 17:48:51.360822,6140939,5.96,1709390937800,3598962.62,9429,954,1538144.61,6997,3000
2024-03-02 17:49:09.800405,6140939,5.96,1709390937800,3598962.62,9429,954,763137.18,6997,3000
2024-03-02 17:49:15.925312,6140943,-1,-1,-1,-1,-1,1392925.68,6997,3000
2024-03-02 17:49:19.001439,6140943,1.51,1709390958046,310755.64,10644,8981,1392925.68,6997,3000
2024-03-02 17:49:28.173701,6140943,1.51,1709390958046,310755.64,10644,8981,1392925.68,6997,3000
2024-03-02 17:49:31.236544,6140943,1.51,1709390958046,310755.64,10644,8981,735422.92,6997,3000
2024-03-02 17:49:34.317675,6140943,1.51,1709390958046,310755.64,10644,8981,1348800.15,6997,3000
2024-03-02 17:49:37.439273,6140943,1.51,1709390958046,310755.64,10644,8981,1348800.15,6997,3000
2024-03-02 17:49:40.518069,6140946,-1,-1,92322.18,9780,9267,1348800.15,6997,3000
2024-03-02 17:49:43.629465,6140946,27.8,1709391007554,4277766.74,9780,96,1348800.15,6997,3000
2024-03-02 17:50:20.660377,6140946,27.8,1709391007554,4277766.74,9780,96,712970.08,6997,3000
2024-03-02 17:50:23.753276,6140946,27.8,1709391007554,-1,-1,-1,1247255.38,6997,3000
2024-03-02 17:50:26.817526,6140952,8.23,1709391040180,3329305.99,10049,716,1247255.38,6997,3000
2024-03-02 17:50:48.361548,6140952,8.23,1709391040180,3329305.99,10049,716,-1,6997,3000
2024-03-02 17:50:51.440604,6140952,8.23,1709391040180,3329305.99,10049,716,358067.86,6997,3000
2024-03-02 17:50:54.502173,6140952,8.23,1709391040180,3329305.99,10049,716,807988.49,6997,3000
2024-03-02 17:51:00.664169,6140955,-1,-1,-1,-1,-1,1161274.04,6997,3000
2024-03-02 17:51:03.783193,6140955,2.26,1709391063002,755823.59,9525,5501,1161274.04,6997,3000
2024-03-02 17:51:16.019997,6140955,2.26,1709391063002,755823.59,9525,5501,662556.66,6997,3000
2024-03-02 17:51:19.065549,6140955,-1,-1,755823.59,9525,5501,1202928.75,6997,3000
2024-03-02 17:51:25.262525,6140958,20.11,1709391106837,3741922.93,8946,152,1237070.33,6997,3000
2024-03-02 17:51:56.217260,6140958,20.11,1709391106837,3741922.93,8946,152,47232.65,6997,3000
2024-03-02 17:52:02.362196,6140958,20.11,1709391106837,3741922.93,8946,152,773397.27,6997,3000
2024-03-02 17:52:05.435322,6140963,-1,-1,-1,-1,-1,995613.68,6997,3000
2024-03-02 17:52:08.506087,6140963,3.25,1709391131763,1165474.95,8365,3168,995613.68,6997,3000
2024-03-02 17:52:20.815246,6140963,3.25,1709391131763,1165474.95,8365,3168,35789.19,6997,3000
2024-03-02 17:52:23.893226,6140963,3.25,1709391131763,1165474.95,8365,3168,609123.99,6997,3000
2024-03-02 17:52:26.909489,6140966,-1,-1,-1,-1,-1,999923.13,6997,3000
2024-03-02 17:52:33.064463,6140966,3.46,1709391157385,1806241.08,9944,2549,1254194.07,6997,3000
2024-03-02 17:52:48.424653,6140966,3.46,1709391157385,1806241.08,9944,2549,321621.89,6997,3000
2024-03-02 17:52:51.518210,6140966,3.46,1709391157385,1806241.08,9944,2549,953113.9,6997,3000
2024-03-02 17:52:54.612145,6140966,3.46,1709391157385,1806241.08,9944,2549,1425842.64,6997,3000
2024-03-02 17:52:57.710527,6140970,1.66,1709391178468,345002.54,10974,9058,1425842.64,6997,3000
2024-03-02 17:53:09.892362,6140970,1.66,1709391178468,345002.54,10974,9058,1425842.64,6997,3000
2024-03-02 17:53:12.939246,6140970,1.66,1709391178468,345002.54,10974,9058,702064.24,6997,3000
2024-03-02 17:53:16.041379,6140970,1.66,1709391178468,-1,-1,-1,1150037.45,6997,3000
2024-03-02 17:53:19.173061,6140973,2.69,1709391203126,1161994.19,9231,3884,1150037.45,6997,3000
2024-03-02 17:53:34.645306,6140973,2.69,1709391203126,1161994.19,9231,3884,376062.76,6997,3000
2024-03-02 17:53:37.738143,6140973,2.69,1709391203126,1161994.19,9231,3884,931558.23,6997,3000
2024-03-02 17:53:40.832261,6140975,-1,-1,-1,-1,-1,1349150.95,6997,3000
2024-03-02 17:53:43.924911,6140975,1.88,1709391225426,613602.24,10982,7637,1359830.06,6997,3000
2024-03-02 17:53:56.236736,6140975,1.88,1709391225426,613602.24,10982,7637,299880.85,6997,3000
2024-03-02 17:54:02.346088,6140975,1.88,1709391225426,613602.24,10982,7637,1387667.7,6997,3000
2024-03-02 17:54:05.407402,6140978,-1,-1,-1,-1,-1,1387667.7,6997,3000
2024-03-02 17:54:08.470606,6140978,1.18,1709391244215,76340.93,10594,10115,1387667.7,6997,3000
2024-03-02 17:54:14.589471,6140978,1.18,1709391244215,76340.93,10594,10115,1387667.7,6997,3000
2024-03-02 17:54:17.644578,6140978,1.18,1709391244215,76340.93,10594,10115,597199.28,6997,3000
2024-03-02 17:54:20.737073,6140978,1.18,1709391244215,76340.93,10594,10115,1142180.91,6997,3000
2024-03-02 17:54:23.838416,6140981,-1,-1,-1,-1,-1,1194818.28,6997,3000
2024-03-02 17:54:26.926188,6140981,9.95,1709391279711,2994586.48,9305,677,1194818.28,6997,3000
2024-03-02 17:54:48.602981,6140981,9.95,1709391279711,2994586.48,9305,677,57989.34,6997,3000
2024-03-02 17:54:51.690571,6140981,9.95,1709391279711,2994586.48,9305,677,647701.24,6997,3000
2024-03-02 17:54:54.769586,6140981,9.95,1709391279711,2994586.48,9305,677,1099432.24,6997,3000
2024-03-02 17:54:57.861385,6140981,9.95,1709391279711,-1,-1,-1,1329517.96,6997,3000
2024-03-02 17:55:00.938774,6140985,3.41,1709391305221,1702776.44,11692,4364,1349339.78,6997,3000
2024-03-02 17:55:16.236364,6140985,3.41,1709391305221,1702776.44,11692,4364,334776.9,6997,3000
2024-03-02 17:55:19.315817,6140985,3.41,1709391305221,1702776.44,11692,4364,981799.1,6997,3000
2024-03-02 17:55:22.392781,6140985,3.41,1709391305221,1702776.44,11692,4364,1460167.64,6997,3000
2024-03-02 17:55:25.501158,6140988,1.66,1709391326617,540736.1,11136,8690,1488770.7,6997,3000
2024-03-02 17:55:40.941026,6140988,1.66,1709391326617,540736.1,11136,8690,872181.07,6997,3000
2024-03-02 17:55:43.988149,6140988,-1,-1,540736.1,11136,8690,1340010.25,6997,3000
2024-03-02 17:55:47.111367,6140991,1.3,1709391346574,194684.35,10384,9316,1340010.25,6997,3000
2024-03-02 17:55:56.286123,6140991,1.3,1709391346574,194684.35,10384,9316,1340010.25,6997,3000
2024-03-02 17:55:59.362073,6140991,1.3,1709391346574,194684.35,10384,9316,621024.15,6997,3000
2024-03-02 17:56:02.455188,6140991,1.3,1709391346574,194684.35,10384,9316,1042251.86,6997,3000
2024-03-02 17:56:05.549195,6140994,-1,-1,-1,-1,-1,1322304.21,6997,3000
2024-03-02 17:56:08.644196,6140994,20.44,1709391390917,3839191.16,9927,526,1322304.21,6997,3000
2024-03-02 17:56:39.565061,6140994,20.44,1709391390917,3839191.16,9927,526,-1,6997,3000
2024-03-02 17:56:42.627311,6140994,20.44,1709391390917,3839191.16,9927,526,597035.05,6997,3000
2024-03-02 17:56:45.678672,6140994,20.44,1709391390917,3839191.16,9927,526,1153406.44,6997,3000
2024-03-02 17:56:48.721222,6140994,20.44,1709391390917,-1,-1,-1,1403105.52,6997,3000
2024-03-02 17:56:51.799849,6140998,2.57,1709391414503,1226940.13,11595,6319,1403105.52,6997,3000
2024-03-02 17:57:04.017176,6140998,2.57,1709391414503,1226940.13,11595,6319,135724.9,6997,3000
2024-03-02 17:57:07.065039,6140998,2.57,1709391414503,1226940.13,11595,6319,860726.95,6997,3000
2024-03-02 17:57:13.237840,6141001,-1,-1,-1,-1,-1,1474212.55,6997,3000
2024-03-02 17:57:16.345989,6141001,2.46,1709391438471,1429167.82,10442,5073,1474212.55,6997,3000
2024-03-02 17:57:28.706243,6141001,2.46,1709391438471,1429167.82,10442,5073,55440.14,6997,3000
2024-03-02 17:57:31.733074,6141001,2.46,1709391438471,1429167.82,10442,5073,729167.39,6997,3000
2024-03-02 17:57:34.832881,6141001,2.46,1709391438471,1429167.82,10442,5073,1347217.48,6997,3000
2024-03-02 17:57:37.923441,6141004,1.23,1709391457620,126546.05,11115,10430,1405468.52,6997,3000
2024-03-02 17:57:47.057297,6141004,1.23,1709391457620,126546.05,11115,10430,1405468.52,6995,3000
2024-03-02 17:57:50.098001,6141004,1.23,1709391457620,126546.05,11115,10430,479989.9,6995,3000
2024-03-02 17:57:59.350112,6141007,1.47,1709391478497,230206.84,9949,8436,1272977.95,6995,3000
2024-03-02 17:58:08.533922,6141007,1.47,1709391478497,230206.84,9949,8436,1272977.95,6997,3000
2024-03-02 17:58:11.628572,6141007,1.47,1709391478497,230206.84,9949,8436,778731.29,6997,3000
2024-03-02 17:58:14.677172,6141007,1.47,1709391478497,230206.84,9949,8436,1540279.66,6997,3000
2024-03-02 17:58:17.768266,6141007,-1,-1,230206.84,9949,8436,1540279.66,6997,3000
2024-03-02 17:58:20.846120,6141010,5.01,1709391507352,3249249.01,10478,1946,1540279.66,6997,3000
2024-03-02 17:58:36.176247,6141010,5.01,1709391507352,3249249.01,10478,1946,-1,6997,3000
2024-03-02 17:58:39.204311,6141010,5.01,1709391507352,3249249.01,10478,1946,727703.66,6997,3000
2024-03-02 17:58:42.236244,6141014,1.63,1709391528284,510400.45,12463,9957,1767058.05,6997,3000
2024-03-02 17:59:00.033708,6141014,1.63,1709391528284,510400.45,12463,9957,390382.72,6997,3000
2024-03-02 17:59:03.110728,6141014,1.63,1709391528284,510400.45,12463,9957,1038679.76,6997,3000
2024-03-02 17:59:06.190035,6141014,1.63,1709391528284,510400.45,12463,9957,1519206.83,6997,3000
2024-03-02 17:59:09.284097,6141017,-1,-1,23389.48,11512,11298,1519206.83,6997,3000
2024-03-02 17:59:12.408122,6141017,4.01,1709391555752,2757015.67,11512,2501,1519206.83,6997,3000
2024-03-02 17:59:24.766898,6141017,4.01,1709391555752,2757015.67,11512,2501,-1,6997,3000
2024-03-02 17:59:27.799303,6141020,-1,-1,-1,-1,-1,525516.5,6997,3000
2024-03-02 17:59:37.049595,6141020,5.04,1709391584247,3063025.89,11128,1897,1598529.4,6997,3000
2024-03-02 17:59:52.439029,6141020,5.04,1709391584247,3063025.89,11128,1897,-1,-1,-1
2024-03-02 17:59:55.502556,6141020,5.04,1709391584247,3063025.89,11128,1897,542312.11,6997,3000
2024-03-02 17:59:58.589312,6141020,5.04,1709391584247,3063025.89,11128,1897,1035597.1,6997,3000
2024-03-02 18:00:01.675232,6141020,5.04,1709391584247,-1,-1,-1,1497774.44,6997,3000
2024-03-02 18:00:04.769345,6141024,1.38,1709391604040,203318.62,11970,10628,1497774.44,6997,3000
2024-03-02 18:00:13.877086,6141024,1.38,1709391604040,203318.62,11970,10628,1497774.44,6997,3000
2024-03-02 18:00:16.955954,6141024,1.38,1709391604040,203318.62,11970,10628,572922.28,6997,3000
2024-03-02 18:00:20.034211,6141024,1.38,1709391604040,203318.62,11970,10628,1190381.87,6997,3000
2024-03-02 18:00:23.121896,6141026,-1,-1,-1,-1,-1,1429501.81,6997,3000
2024-03-02 18:00:26.235721,6141026,1.4,1709391624530,257669.11,10672,9194,1429501.81,6997,3000
2024-03-02 18:00:35.441237,6141026,1.4,1709391624530,257669.11,10672,9194,1429501.81,6997,3000
2024-03-02 18:00:38.502297,6141026,1.4,1709391624530,257669.11,10672,9194,1033342.35,6997,3000
2024-03-02 18:00:41.564046,6141026,1.4,1709391624530,257669.11,10672,9194,1449864.68,6997,3000
2024-03-02 18:00:44.659999,6141029,2.21,1709391648072,832291.9,10748,6644,1529442.72,6997,3000
2024-03-02 18:00:59.907994,6141029,2.21,1709391648072,832291.9,10748,6644,486011.65,6997,3000
2024-03-02 18:01:02.986838,6141029,2.21,1709391648072,832291.9,10748,6644,1369845.55,6997,3000
2024-03-02 18:01:09.142145,6141031,1.41,1709391668650,350685.37,12158,10582,1824579.69,6997,3000
2024-03-02 18:01:18.318426,6141031,1.41,1709391668650,350685.37,12158,10582,1824579.69,6997,3000
2024-03-02 18:01:21.362052,6141031,1.41,1709391668650,350685.37,12158,10582,557517.3,6997,3000
2024-03-02 18:01:27.470302,6141031,-1,-1,350685.37,12158,10582,1818109.51,6997,3000
2024-03-02 18:01:30.571155,6141034,22.26,1709391714404,5711059.13,11266,199,1818109.51,6997,3000
2024-03-02 18:02:04.470196,6141034,22.26,1709391714404,5711059.13,11266,199,338563.63,6997,3000
2024-03-02 18:02:07.518541,6141039,-1,-1,-1,-1,-1,833365.51,6997,3000
2024-03-02 18:02:16.735477,6141039,1.54,1709391734534,249618.5,10633,8892,1276920.45,6997,3000
2024-03-02 18:02:25.893005,6141039,1.54,1709391734534,249618.5,10633,8892,1276920.45,6997,3000
2024-03-02 18:02:28.999424,6141039,1.54,1709391734534,249618.5,10633,8892,832186.75,6997,3000
2024-03-02 18:02:32.062539,6141039,1.54,1709391734534,249618.5,10633,8892,1520651.13,6997,3000
2024-03-02 18:02:35.141682,6141042,-1,-1,-1,-1,-1,1520651.13,6997,3000
2024-03-02 18:02:38.204727,6141042,7.9,1709391767639,3840444.31,10683,645,1520651.13,6997,3000
2024-03-02 18:02:56.784845,6141042,7.9,1709391767639,3840444.31,10683,645,63689.78,6997,3000
2024-03-02 18:02:59.877137,6141042,7.9,1709391767639,3840444.31,10683,645,782339.73,6997,3000
2024-03-02 18:03:02.955924,6141042,7.9,1709391767639,3840444.31,10683,645,1333347.63,6997,3000
2024-03-02 18:03:06.003808,6141042,-1,-1,3840444.31,10683,645,1350413.7,6997,3000
2024-03-02 18:03:09.111981,6141044,4.67,1709391795291,2683603.26,11158,1937,1350413.7,6997,3000
2024-03-02 18:03:24.454246,6141044,4.67,1709391795291,2683603.26,11158,1937,65930.89,6997,3000
2024-03-02 18:03:27.516942,6141044,4.67,1709391795291,2683603.26,11158,1937,716320.25,6997,3000
2024-03-02 18:03:30.565103,6141044,4.67,1709391795291,2683603.26,11158,1937,1119758.9,6997,3000
2024-03-02 18:03:33.677961,6141044,4.67,1709391795291,-1,-1,-1,1441820.86,6997,3000
2024-03-02 18:03:39.770246,6141049,1.05,1709391812567,-1,-1,-1,1441820.86,6997,3000
2024-03-02 18:03:42.799936,6141049,1.05,1709391812567,-1,-1,-1,1441820.86,6997,3000
2024-03-02 18:03:45.846976,6141049,1.05,1709391812567,-1,-1,-1,1441820.86,6997,3000
2024-03-02 18:03:48.907433,6141049,1.05,1709391812567,-1,-1,-1,1186699.8,6997,3000
2024-03-02 18:03:51.974883,6141049,1.05,1709391812567,-1,-1,-1,1276784.46,6997,3000
2024-03-02 18:03:55.100998,6141051,14.58,1709391852555,3756468.21,9730,221,1276784.46,6997,3000
2024-03-02 18:04:22.986911,6141051,14.58,1709391852555,3756468.21,9730,221,335578.43,6997,3000
2024-03-02 18:04:26.080206,6141051,14.58,1709391852555,3756468.21,9730,221,990085.2,6997,3000
2024-03-02 18:04:32.239912,6141055,1.37,1709391872060,209761.5,11958,10628,1534167.63,6997,3000
2024-03-02 18:04:41.454885,6141055,1.37,1709391872060,209761.5,11958,10628,1534167.63,6997,3000
2024-03-02 18:04:47.547956,6141055,1.37,1709391872060,209761.5,11958,10628,1190108.1,6997,3000
2024-03-02 18:04:50.580513,6141055,1.37,1709391872060,209761.5,11958,10628,1499275.51,6997,3000
2024-03-02 18:04:53.659626,6141055,1.37,1709391872060,209761.5,11958,10628,1499275.51,6997,3000
2024-03-02 18:04:56.751054,6141058,3.3,1709391898273,1616920.5,11122,4565,1499275.51,6997,3000
2024-03-02 18:05:09.145278,6141058,3.3,1709391898273,1616920.5,11122,4565,340360.26,6997,3000
2024-03-02 18:05:12.222245,6141058,3.3,1709391898273,1616920.5,11122,4565,1050279.67,6997,3000
2024-03-02 18:05:18.376930,6141061,1,1709391914320,-1,-1,-1,1616107.56,6997,3000
2024-03-02 18:05:24.517824,6141061,1,1709391914320,-1,-1,-1,1616107.56,6997,3000
2024-03-02 18:05:27.581131,6141061,1,1709391914320,-1,-1,-1,1616107.56,6997,3000
2024-03-02 18:05:30.688916,6141061,1,1709391914320,-1,-1,-1,1496598.45,6997,3000
2024-03-02 18:05:33.734864,6141064,2.68,1709391939258,1781567.33,11780,6130,1814984.89,6997,3000
2024-03-02 18:05:55.662060,6141067,-1,-1,-1,-1,-1,1610323.35,6997,3000
2024-03-02 18:06:01.962177,6141067,2.28,1709391962509,1391123.67,12307,6886,1893862.24,6997,3000
2024-03-02 18:06:11.235337,6141067,2.28,1709391962509,1391123.67,12307,6886,-1,-1,-1
2024-03-02 18:06:14.314257,6141067,2.28,1709391962509,1391123.67,12307,6886,678877.58,6997,3000
2024-03-02 18:06:17.410732,6141067,2.28,1709391962509,1391123.67,12307,6886,1230618.24,6997,3000
2024-03-02 18:06:20.517691,6141067,-1,-1,1391123.67,12307,6886,1754656.9,6997,3000
2024-03-02 18:06:23.579376,6141070,1.08,1709391980922,19320.11,11069,10968,1838096.26,6997,3000
2024-03-02 18:06:26.641454,6141070,1.08,1709391980922,19320.11,11069,10968,1838096.26,6997,3000
2024-03-02 18:06:29.720482,6141070,1.08,1709391980922,19320.11,11069,10968,1838096.26,-1,-1
2024-03-02 18:06:32.818857,6141070,1.08,1709391980922,19320.11,11069,10968,1838096.26,6997,3000
2024-03-02 18:06:35.877906,6141070,1.08,1709391980922,19320.11,11069,10968,1838096.26,6997,3000
2024-03-02 18:06:38.954013,6141070,1.08,1709391980922,19320.11,11069,10968,1859751.48,6997,3000
2024-03-02 18:06:42.037997,6141073,-1,-1,32043.27,11542,11354,1859751.48,6997,3000
2024-03-02 18:06:45.078940,6141073,11.75,1709392018078,6188576.98,11542,282,1859751.48,6997,3000
2024-03-02 18:07:06.718828,6141073,11.75,1709392018078,6188576.98,11542,282,-1,6997,3000
2024-03-02 18:07:09.798711,6141073,11.75,1709392018078,6188576.98,11542,282,621732.49,6997,3000
2024-03-02 18:07:12.847770,6141073,11.75,1709392018078,6188576.98,11542,282,1333849.13,6997,3000
2024-03-02 18:07:15.923788,6141073,11.75,1709392018078,6188576.98,11542,282,1599530.49,6997,3000
2024-03-02 18:07:18.954837,6141077,1.06,1709392035113,-1,-1,-1,1599530.49,6997,3000
2024-03-02 18:07:25.063514,6141077,1.06,1709392035113,-1,-1,-1,1599530.49,6997,3000
2024-03-02 18:07:25.072440,6141077,1.06,1709392035113,-1,-1,-1,1599530.49,6997,3000
2024-03-02 18:07:28.172948,6141077,1.06,1709392035113,-1,-1,-1,1599530.49,6997,3000
2024-03-02 18:07:31.298180,6141077,1.06,1709392035113,-1,-1,-1,1599530.49,6997,3000
2024-03-02 18:07:34.345961,6141077,1.06,1709392035113,-1,-1,-1,1735938.55,6997,3000
2024-03-02 18:07:37.365645,6141080,1.11,1709392053969,42568.78,11634,11433,1735938.55,6997,3000
2024-03-02 18:07:43.486100,6141080,1.11,1709392053969,42568.78,11634,11433,1735938.55,6997,3000
2024-03-02 18:07:46.580668,6141080,1.11,1709392053969,42568.78,11634,11433,1735938.55,6997,3000
2024-03-02 18:07:49.663698,6141080,1.11,1709392053969,42568.78,11634,11433,1041001.68,6997,3000
2024-03-02 18:07:52.720827,6141084,-1,-1,-1,-1,-1,1614803.78,6997,3000
2024-03-02 18:07:55.830197,6141084,1.25,1709392073557,177623.01,10120,9511,1614803.78,6997,3000
2024-03-02 18:08:05.018395,6141084,1.25,1709392073557,177623.01,10120,9511,1614803.78,6997,3000
2024-03-02 18:08:08.084656,6141084,-1,-1,177623.01,10120,9511,1238745.63,6997,3000
2024-03-02 18:08:14.210790,6141086,1.04,1709392091263,15770.54,10537,10516,1929409.99,6997,3000
2024-03-02 18:08:17.298004,6141086,1.04,1709392091263,41321.3,10537,10478,1929409.99,6997,3000
2024-03-02 18:08:20.361587,6141086,1.04,1709392091263,41321.3,10537,10478,1929409.99,6995,3000
2024-03-02 18:08:23.378270,6141086,1.04,1709392091263,41321.3,10537,10478,1929409.99,6995,3000
2024-03-02 18:08:26.471274,6141086,1.04,1709392091263,41321.3,10537,10478,1929409.99,6995,3000
2024-03-02 18:08:29.538633,6141088,-1,-1,-1,-1,-1,1809231.87,6995,3000
2024-03-02 18:08:32.706012,6141088,2.37,1709392115123,1201587.76,10013,6665,1809231.87,6995,3000
2024-03-02 18:08:44.969784,6141088,2.37,1709392115123,1201587.76,10013,6665,152498.86,6997,3000
2024-03-02 18:08:48.111842,6141088,2.37,1709392115123,1201587.76,10013,6665,1122070.89,6997,3000
2024-03-02 18:08:51.157718,6141088,2.37,1709392115123,1201587.76,10013,6665,2072302.08,6997,3000
2024-03-02 18:08:54.236205,6141088,-1,-1,1201587.76,10013,6665,2126809.86,6997,3000
2024-03-02 18:08:57.345578,6141092,1.36,1709392135126,205459.42,11241,10301,2126809.86,6997,3000
2024-03-02 18:09:06.579147,6141092,1.36,1709392135126,205459.42,11241,10301,2126809.86,6997,3000
2024-03-02 18:09:09.679807,6141092,1.36,1709392135126,205459.42,11241,10301,1290555.29,6997,3000
2024-03-02 18:09:12.786564,6141092,1.36,1709392135126,205459.42,11241,10301,1953574.05,6997,3000
2024-03-02 18:09:15.894986,6141094,-1,-1,-1,-1,-1,1953574.05,6997,3000
2024-03-02 18:09:19.043198,6141094,1.66,1709392156918,451890.35,10393,8536,1953574.05,6997,3000
2024-03-02 18:09:28.424808,6141094,1.66,1709392156918,451890.35,10393,8536,1953574.05,6997,3000
2024-03-02 18:09:31.566712,6141094,1.66,1709392156918,451890.35,10393,8536,1261820.56,6997,3000
2024-03-02 18:09:34.644101,6141097,31.66,1709392208359,4828030.29,10042,1087,1830103.75,6997,3000
2024-03-02 18:10:20.907699,6141097,31.66,1709392208359,4828030.29,10042,1087,823667.97,6997,3000
2024-03-02 18:10:23.973066,6141097,31.66,1709392208359,4828030.29,10042,1087,1436262.61,6997,3000
2024-03-02 18:10:27.020985,6141103,1.23,1709392226829,134163.99,10282,9629,1436262.61,6997,3000
2024-03-02 18:10:36.268088,6141103,1.23,1709392226829,134163.99,10282,9629,1436262.61,6997,3000
2024-03-02 18:10:42.345996,6141106,-1,-1,-1,-1,-1,1357429.16,6997,3000
2024-03-02 18:10:48.517712,6141106,3.03,1709392252210,1910753.44,9246,3865,1604736.97,6997,3000
2024-03-02 18:11:00.807541,6141106,3.03,1709392252210,1910753.44,9246,3865,-1,6997,3000
2024-03-02 18:11:06.877008,6141106,3.03,1709392252210,1910753.44,9246,3865,1359931.11,6997,3000
2024-03-02 18:11:09.923611,6141106,3.03,1709392252210,1910753.44,9246,3865,1664477.85,6997,3000
2024-03-02 18:11:13.016691,6141109,1.68,1709392273367,446146.08,10076,7995,1664477.85,6997,3000
2024-03-02 18:11:22.218231,6141109,1.68,1709392273367,446146.08,10076,7995,-1,6997,3000
2024-03-02 18:11:28.299078,6141109,1.68,1709392273367,446146.08,10076,7995,1148244.42,6997,3000
2024-03-02 18:11:31.362644,6141111,1.51,1709392294097,322365.16,10101,8152,1724785.7,6997,3000
2024-03-02 18:11:44.159694,6141111,1.51,1709392294097,322365.16,10101,8152,-1,6997,3000
2024-03-02 18:11:50.279441,6141111,1.51,1709392294097,322365.16,10101,8152,1550211.92,6997,3000
2024-03-02 18:11:53.454732,6141114,4.5,1709392322232,3252729.39,9652,2116,1603563.95,6997,3000
2024-03-02 18:12:14.923176,6141114,4.5,1709392322232,3252729.39,9652,2116,854593,6997,3000
2024-03-02 18:12:18.001636,6141114,4.5,1709392322232,3252729.39,9652,2116,1653781.58,6997,3000
2024-03-02 18:12:21.111908,6141118,-1,-1,-1,-1,-1,1685456.34,6997,3000
2024-03-02 18:12:27.200979,6141118,1.17,1709392340562,76143.33,10806,10357,1685456.34,6997,3000
2024-03-02 18:12:30.256664,6141118,1.17,1709392340562,76143.33,10806,10357,1685456.34,6997,3000
2024-03-02 18:12:33.297951,6141118,1.17,1709392340562,76143.33,10806,10357,655812.35,6997,3000
2024-03-02 18:12:36.362082,6141118,1.17,1709392340562,76143.33,10806,10357,1252939.69,6997,3000
2024-03-02 18:12:42.548542,6141120,3.25,1709392366382,1873834.48,9777,3699,1484749.18,6997,3000
2024-03-02 18:13:07.696979,6141124,1.07,1709392384081,-1,-1,-1,1345938.61,0,191
2024-03-02 18:13:16.859597,6141124,1.07,1709392384081,-1,-1,-1,1345938.61,6997,3000
2024-03-02 18:13:22.989793,6141124,1.07,1709392384081,-1,-1,-1,1516634.13,6997,3000
2024-03-02 18:13:26.096424,6141126,1.57,1709392405167,228309.02,9912,8391,1516634.13,6997,3000
2024-03-02 18:13:35.329168,6141126,1.57,1709392405167,228309.02,9912,8391,1516634.13,6997,3000
2024-03-02 18:13:38.361214,6141126,1.57,1709392405167,228309.02,9912,8391,962716.39,6997,3000
2024-03-02 18:13:44.454779,6141129,-1,-1,-1,-1,-1,1783669.89,6997,3000
2024-03-02 18:13:47.502737,6141129,4.01,1709392433071,3035622.1,10060,2570,1783669.89,6997,3000
2024-03-02 18:14:02.846761,6141129,4.01,1709392433071,3035622.1,10060,2570,100937.74,6997,3000
2024-03-02 18:14:05.954684,6141129,4.01,1709392433071,3035622.1,10060,2570,786204.63,6997,3000
2024-03-02 18:14:09.001162,6141129,4.01,1709392433071,3035622.1,10060,2570,1495849.4,6997,3000
2024-03-02 18:14:12.063582,6141132,1.55,1709392453661,298938.15,10171,8519,1561080.64,6997,3000
2024-03-02 18:14:24.392411,6141132,1.55,1709392453661,298938.15,10171,8519,69721.38,6997,3000
2024-03-02 18:14:30.548258,6141132,1.55,1709392453661,298938.15,10171,8519,1404067.03,6997,3000
2024-03-02 18:14:33.642554,6141135,-1,-1,-1,-1,-1,1499375.44,6997,3000
2024-03-02 18:14:36.695013,6141135,1.2,1709392473095,78212.34,9706,9120,1499375.44,6997,3000
2024-03-02 18:14:42.781743,6141135,1.2,1709392473095,78212.34,9706,9120,1499375.44,6997,3000
2024-03-02 18:14:45.860657,6141135,1.2,1709392473095,78212.34,9706,9120,1499375.44,6997,3000
2024-03-02 18:14:48.969653,6141135,1.2,1709392473095,78212.34,9706,9120,1089874.56,6997,3000
2024-03-02 18:14:52.006652,6141135,1.2,1709392473095,78212.34,9706,9120,1408117.32,6997,3000
2024-03-02 18:14:55.097798,6141138,1.53,1709392494250,191458.83,8199,6838,1408117.32,6997,3000
2024-03-02 18:15:04.297958,6141138,1.53,1709392494250,191458.83,8199,6838,1408117.32,6997,3000
2024-03-02 18:15:07.361125,6141138,1.53,1709392494250,191458.83,8199,6838,809523.2,6997,3000
2024-03-02 18:15:10.439360,6141138,1.53,1709392494250,191458.83,8199,6838,1601934.73,6997,3000
2024-03-02 18:15:13.586447,6141138,1.53,1709392494250,191458.83,8199,6838,1707975.19,6997,3000
2024-03-02 18:15:16.673511,6141140,8.29,1709392527682,4456862.98,9473,813,1707975.19,6997,3000
2024-03-02 18:15:38.268597,6141140,8.29,1709392527682,4456862.98,9473,813,304252.02,6997,3000
